0,100,10,45
1,100,9,72
2,100,95,532
3,2,100,547
4,8,100,575
5,1,100,587
6,0,100,611
7,100,121,1084
8,5,200,1233
9,100,61,1320
10,6,200,1473
11,2,200,1546
