0,100,1,5
1,100,5,23
2,100,10,65
3,100,10,127
4,100,30,239
5,100,59,459
6,100,67,673
7,8,100,715
8,9,100,754
9,100,56,961
10,100,47,1121
11,100,78,1257
12,100,32,1346
